"id"	"sheet_no"	"cas"	"cas_no"	"goods_name"
"338"	"表2"	"10361-80-5"	"10361-80-5"	"硝酸镨(Ⅲ)"
"339"	"表2"	"15878-77-0"	"15878-77-0"	"硝酸镨(Ⅲ)，六水"
"340"	"表2"	"14483-17-1"	"14483-17-1"	"硝酸镨(Ⅲ)，五水"
"341"	"表4"	"10099-74-8"	"10099-74-8"	"硝酸铅(Ⅱ)"
"342"	"表4"	"10099-74-8[水溶液]"	"10099-74-8"	"硝酸铅(Ⅱ)，水溶液"
"343"	"表4"	"10099-74-8[稀硝酸溶液]"	"10099-74-8"	"硝酸铅(Ⅱ)，稀硝酸溶液"
"344"	"表4"	"7789-18-6"	"7789-18-6"	"硝酸铯"
"345"	"表4"	"7789-18-6[稀硝酸溶液]"	"7789-18-6"	"硝酸铯，稀硝酸溶液"
"346"	"表2"	"10361-83-8"	"10361-83-8"	"硝酸钐(Ⅲ)"
"347"	"表2"	"13759-83-6"	"13759-83-6"	"硝酸钐(Ⅲ)，六水"
"348"	"表2"	"10294-41-4"	"10294-41-4"	"硝酸铈(Ⅲ)，六水"
"349"	"表4"	"10108-73-3[稀硝酸溶液]"	"10108-73-3"	"硝酸铈(Ⅲ)，稀硝酸溶液"
"350"	"表4"	"10108-73-3"	"10108-73-3"	"硝酸铈(Ⅲ)"
"351"	"表2"	"16774-21-3"	"16774-21-3"	"硝酸铈(Ⅳ)铵"
"352"	"表2"	"1313-84-4"	"1313-84-4"	"硫化钠，九水"
"353"	"表3"	"27610-45-3[含结晶水＜30%]"	"27610-45-3"	"硫化钠，水合"
"354"	"表3"	"27610-45-3[含结晶水≥30%]"	"27610-45-3"	"硫化钠，水合"
"355"	"表4"	"1313-82-2[水溶液]"	"1313-82-2"	"硫化钠，水溶液"
"356"	"表4"	"1313-82-2"	"1313-82-2"	"硫化钠"
"357"	"表2"	"12039-13-3"	"12039-13-3"	"硫化钛(Ⅳ)"
"358"	"表2"	"1345-04-6"	"1345-04-6"	"硫化锑(Ⅲ)"
"359"	"表2"	"12133-28-7"	"12133-28-7"	"硫氢化钙"
"360"	"表2"	"16721-80-5"	"16721-80-5"	"硫氢化钠"
"361"	"表3"	"207683-19-0[含结晶水＜25%]"	"207683-19-0"	"硫氢化钠，水合"
"362"	"表3"	"207683-19-0[含结晶水≥25%]"	"207683-19-0"	"硫氢化钠，水合"
"363"	"表2"	"140650-84-6"	"140650-84-6"	"硫氢化钠，一水"
"364"	"表2"	"10326-27-9"	"10326-27-9"	"氯化钡，二水"
"365"	"表4"	"10361-37-2[水溶液]"	"10361-37-2"	"氯化钡，水溶液"
"366"	"表4"	"10361-37-2"	"10361-37-2"	"氯化钡"
"367"	"表2"	"7718-98-1"	"7718-98-1"	"氯化钒(Ⅲ)"
"368"	"表2"	"7632-51-1"	"7632-51-1"	"氯化钒(Ⅳ)"
"369"	"表2"	"10026-11-6"	"10026-11-6"	"氯化锆(Ⅳ)"
"370"	"表2"	"7790-78-5"	"7790-78-5"	"氯化镉，2.5水"
"371"	"表2"	"654054-66-7"	"654054-66-7"	"氯化镉，水合"
"372"	"表4"	"10108-64-2[水溶液]"	"10108-64-2"	"氯化镉，水溶液"
"373"	"表4"	"10108-64-2"	"10108-64-2"	"氯化镉"
"374"	"表2"	"10112-91-1"	"10112-91-1"	"氯化汞(Ⅰ)"
"375"	"表4"	"7487-94-7[水溶液]"	"7487-94-7"	"氯化汞(Ⅱ)，水溶液"
"376"	"表4"	"7487-94-7"	"7487-94-7"	"氯化汞(Ⅱ)"
"377"	"表4"	"7791-13-1"	"7791-13-1"	"氯化钴(Ⅱ)，六水"
"378"	"表2"	"69098-14-2"	"69098-14-2"	"氯化钴(Ⅱ)，水合"
"379"	"表4"	"7646-79-9[水溶液]"	"7646-79-9"	"氯化钴(Ⅱ)，水溶液"
"380"	"表4"	"7791-13-1[水溶液]"	"7791-13-1"	"氯化钴(Ⅱ)，水溶液"
"381"	"表4"	"7646-79-9"	"7646-79-9"	"氯化钴(Ⅱ)"
"382"	"表4"	"7447-41-8"	"7447-41-8"	"氯化锂"
"383"	"表4"	"7447-41-8[易燃溶剂溶液]"	"7447-41-8"	"氯化锂，溶液"
"384"	"表4"	"10049-08-8[稀盐酸溶液]"	"10049-08-8"	"氯化钌(Ⅲ)，稀盐酸溶液"
"385"	"表4"	"10049-08-8"	"10049-08-8"	"氯化钌(Ⅲ)"
"386"	"表2"	"7784-13-6"	"7784-13-6"	"氯化铝，六水"
"387"	"表2"	"10124-27-3"	"10124-27-3"	"氯化铝，水合"
"388"	"表4"	"7446-70-0[水溶液]"	"7446-70-0"	"氯化铝，水溶液"
"389"	"表4"	"7446-70-0"	"7446-70-0"	"氯化铝"
"390"	"表2"	"13478-18-7"	"13478-18-7"	"氯化钼(Ⅲ)"
"391"	"表2"	"10241-05-1"	"10241-05-1"	"氯化钼(Ⅴ)"
"392"	"表2"	"10026-12-7"	"10026-12-7"	"氯化铌(Ⅴ)"
"393"	"表2"	"7791-20-0"	"7791-20-0"	"氯化镍(Ⅱ)，六水"
"394"	"表2"	"69098-15-3"	"69098-15-3"	"氯化镍(Ⅱ)，水合"
"395"	"表2"	"7718-54-9"	"7718-54-9"	"氯化镍(Ⅱ)"
"396"	"表4"	"7647-10-1[稀盐酸溶液]"	"7647-10-1"	"氯化钯(Ⅱ)，稀盐酸溶液"
"397"	"表4"	"7647-10-1"	"7647-10-1"	"氯化钯(Ⅱ)"
"398"	"表2"	"7787-47-5"	"7787-47-5"	"氯化铍"
"399"	"表2"	"13463-30-4"	"13463-30-4"	"氯化铅(Ⅳ)"
"400"	"表4"	"7791-12-0[水溶液]"	"7791-12-0"	"氯化铊(Ⅰ)，水溶液"
"401"	"表4"	"7791-12-0"	"7791-12-0"	"氯化铊(Ⅰ)"
"402"	"表4"	"7705-07-9[水溶液]"	"7705-07-9"	"氯化钛(Ⅲ)，水溶液"
"403"	"表4"	"7705-07-9[稀盐酸溶液]"	"7705-07-9"	"氯化钛(Ⅲ)，稀盐酸溶液"
"404"	"表4"	"7705-07-9[盐酸溶液]"	"7705-07-9"	"氯化钛(Ⅲ)，盐酸溶液"
"405"	"表4"	"7705-07-9"	"7705-07-9"	"氯化钛(Ⅲ)"
"406"	"表4"	"7550-45-0[甲苯溶液]"	"7550-45-0"	"氯化钛(Ⅳ)，甲苯溶液"
"407"	"表4"	"7550-45-0[有毒溶剂溶液]"	"7550-45-0"	"氯化钛(Ⅳ)，溶液"
"408"	"表4"	"7550-45-0[盐酸溶液]"	"7550-45-0"	"氯化钛(Ⅳ)，盐酸溶液"
"409"	"表4"	"7550-45-0"	"7550-45-0"	"氯化钛(Ⅳ)"
"410"	"表2"	"7721-01-9"	"7721-01-9"	"氯化钽(Ⅴ)"
"411"	"表2"	"10025-91-9"	"10025-91-9"	"氯化锑(Ⅲ)"
"412"	"表4"	"7647-18-9[水溶液]"	"7647-18-9"	"氯化锑(Ⅴ)，水溶液"
"413"	"表4"	"7647-18-9"	"7647-18-9"	"氯化锑(Ⅴ)"
"414"	"表2"	"10025-77-1"	"10025-77-1"	"氯化铁(Ⅲ)，六水"
"415"	"表4"	"7705-08-0[水溶液]"	"7705-08-0"	"氯化铁(Ⅲ)，水溶液"
"416"	"表4"	"7705-08-0"	"7705-08-0"	"氯化铁(Ⅲ)"
"417"	"表1"	"10125-13-0"	"13933-17-0"	"氯化铜(Ⅱ)，二水"
"418"	"表2"	"10125-13-0"	"10125-13-0"	"氯化铜(Ⅱ)，二水"
"419"	"表2"	"7447-39-4"	"7447-39-4"	"氯化铜(Ⅱ)"
"420"	"表2"	"10026-06-9"	"10026-06-9"	"氯化锡(Ⅳ)，五水"
"421"	"表4"	"7646-78-8[稀盐酸溶液]"	"7646-78-8"	"氯化锡(Ⅳ)，稀盐酸溶液"
"422"	"表4"	"7646-78-8"	"7646-78-8"	"氯化锡(Ⅳ)"
"423"	"表4"	"7646-85-7"	"7646-85-7"	"氯化锌"
"424"	"表4"	"7646-85-7[易燃溶剂溶液]"	"7646-85-7"	"氯化锌，溶液"
"425"	"表4"	"7646-85-7[水溶液]"	"7646-85-7"	"氯化锌，水溶液"
"426"	"表4"	"7646-85-7[乙醚溶液]"	"7646-85-7"	"氯化锌，乙醚溶液"
"427"	"表4"	"10025-83-9[稀盐酸溶液]"	"10025-83-9"	"氯化铱(Ⅲ)，稀盐酸溶液"
"428"	"表4"	"10025-83-9"	"10025-83-9"	"氯化铱(Ⅲ)"
"429"	"表2"	"10038-98-9"	"10038-98-9"	"氯化锗(Ⅳ)"
"430"	"表2"	"13762-51-1"	"13762-51-1"	"硼氢化钾"
"431"	"表4"	"16949-15-8[易燃溶剂溶液]"	"16949-15-8"	"硼氢化锂，溶液"
"432"	"表4"	"16949-15-8"	"16949-15-8"	"硼氢化锂"
"433"	"表2"	"16962-07-5"	"16962-07-5"	"硼氢化铝"
"434"	"表2"	"16940-66-2"	"16940-66-2"	"硼氢化钠"
"435"	"表2"	"542-62-1"	"542-62-1"	"氰化钡"
"436"	"表2"	"592-01-8"	"592-01-8"	"氰化钙"
"437"	"表2"	"542-83-6"	"542-83-6"	"氰化镉"
"438"	"表2"	"592-04-1"	"592-04-1"	"氰化汞(Ⅱ)"
"439"	"表2"	"20427-11-6"	"20427-11-6"	"氰化钴(Ⅱ)，二水"
"440"	"表2"	"542-84-7"	"542-84-7"	"氰化钴(Ⅱ)"
"441"	"表2"	"14965-99-2"	"14965-99-2"	"氰化钴(Ⅲ)"
"442"	"表4"	"151-50-8[水溶液]"	"151-50-8"	"氰化钾，水溶液"
"443"	"表4"	"151-50-8"	"151-50-8"	"氰化钾"
"444"	"表2"	"506-65-0"	"506-65-0"	"氰化金(Ⅰ)"
"445"	"表4"	"143-33-9[水溶液]"	"143-33-9"	"氰化钠，水溶液"
"446"	"表4"	"143-33-9"	"143-33-9"	"氰化钠"
"447"	"表4"	"557-19-7[水溶液]"	"557-19-7"	"氰化镍(Ⅱ)，水溶液"
"448"	"表2"	"13477-95-7"	"13477-95-7"	"氰化镍(Ⅱ)，四水"
"449"	"表4"	"557-19-7"	"557-19-7"	"氰化镍(Ⅱ)"
"450"	"表4"	"592-05-2"	"592-05-2"	"氰化铅(Ⅱ)"
"451"	"表4"	"592-05-2[溶液]"	"592-05-2"	"氰化铅(Ⅱ)，溶液"
"452"	"表2"	"59330-21-1"	"59330-21-1"	"氰化铈(Ⅲ)"
"453"	"表2"	"544-92-3"	"544-92-3"	"氰化铜(Ⅰ)"
"454"	"表4"	"14763-77-0[溶液]"	"14763-77-0"	"氰化铜(Ⅱ)，溶液"
"455"	"表4"	"14763-77-0"	"14763-77-0"	"氰化铜(Ⅱ)"
"456"	"表4"	"557-21-1[水溶液]"	"557-21-1"	"氰化锌，水溶液"
"457"	"表4"	"557-21-1"	"557-21-1"	"氰化锌"
"458"	"表2"	"506-64-9"	"506-64-9"	"氰化银(Ⅰ)"
"459"	"表2"	"7371-55-3"	"7371-55-3"	"三氯化铝-乙醇，溶液"
"460"	"表2"	"749262-24-6"	"749262-24-6"	"砷化汞"
"461"	"表2"	"1303-00-0"	"1303-00-0"	"砷化镓"
"462"	"表2"	"12006-40-5"	"12006-40-5"	"砷化锌"
"463"	"表2"	"75-20-7"	"75-20-7"	"碳化钙"
"464"	"表2"	"1299-86-1"	"1299-86-1"	"碳化铝"
"465"	"表2"	"1306-24-7"	"1306-24-7"	"硒化镉"
"466"	"表2"	"12069-00-0"	"12069-00-0"	"硒化铅(Ⅱ)"
"467"	"表2"	"1310-32-3"	"1310-32-3"	"硒化铁(Ⅱ)"
"468"	"表2"	"1315-09-9"	"1315-09-9"	"硒化锌"
"469"	"表2"	"10031-18-2"	"10031-18-2"	"溴化汞(Ⅰ)"
"470"	"表2"	"7789-47-1"	"7789-47-1"	"溴化汞(Ⅱ)"
"471"	"表4"	"7727-15-3[水溶液]"	"7727-15-3"	"溴化铝，水溶液"
"472"	"表4"	"7727-15-3"	"7727-15-3"	"溴化铝"
"473"	"表2"	"7789-40-4"	"7789-40-4"	"溴化铊(Ⅰ)"
"474"	"表2"	"7789-61-9"	"7789-61-9"	"溴化锑(Ⅲ)"
"475"	"表2"	"7789-67-5"	"7789-67-5"	"溴化锡(Ⅳ)"
"476"	"表2"	"3313-92-6"	"3313-92-6"	"过氧二碳酸钠"
"477"	"表2"	"7783-33-7"	"7783-33-7"	"碘化汞钾"
"478"	"表2"	"16923-95-8"	"16923-95-8"	"氟锆酸钾"
"479"	"表2"	"14874-86-3"	"14874-86-3"	"氟铍酸铵"
"480"	"表2"	"13871-27-7"	"13871-27-7"	"氟铍酸钠"
"481"	"表2"	"16924-00-8"	"16924-00-8"	"氟钽酸钾"
"482"	"表4"	"13826-95-4[易燃溶剂溶液]"	"13826-95-4"	"四溴镍酸二锂(Ⅱ)，溶液"
"483"	"表2"	"10124-48-8"	"10124-48-8"	"氯化氨基汞(Ⅱ)"
"484"	"表2"	"20582-71-2"	"20582-71-2"	"氯化汞(Ⅱ)钾"
"485"	"表4"	"591-89-9[溶液]"	"591-89-9"	"氰化汞(Ⅱ)钾，溶液"
"486"	"表4"	"591-89-9"	"591-89-9"	"氰化汞(Ⅱ)钾"
"487"	"表2"	"13967-50-5"	"13967-50-5"	"氰化金(Ⅰ)钾"
"488"	"表2"	"14263-59-3"	"14263-59-3"	"氰化金(Ⅲ)钾"
"489"	"表2"	"339527-86-5"	"339527-86-5"	"氰化镍(Ⅱ)钾，水合"
"490"	"表2"	"14323-41-2"	"14323-41-2"	"氰化镍(Ⅱ)钾，一水"
"491"	"表2"	"14220-17-8"	"14220-17-8"	"氰化镍(Ⅱ)钾"
"492"	"表2"	"13682-73-0"	"13682-73-0"	"氰化铜(Ⅰ)钾"
"493"	"表4"	"14264-31-4[溶液]"	"14264-31-4"	"氰化亚铜钠，溶液"
"494"	"表4"	"14264-31-4"	"14264-31-4"	"氰化亚铜钠"
"495"	"表2"	"506-61-6"	"506-61-6"	"氰化银(Ⅰ)钾"
"496"	"表4"	"15489-27-7[易燃溶剂溶液]"	"15489-27-7"	"四氯合铜(Ⅱ)酸二锂，溶液"
"497"	"表4"	"15489-27-7"	"15489-27-7"	"四氯合铜(Ⅱ)酸二锂"
"498"	"表4"	"13826-95-4"	"13826-95-4"	"四溴镍酸二锂(Ⅱ)"
"499"	"表2"	"68133-87-9"	"68133-87-9"	"五氰金酸四钾"
"500"	"表4"	"10034-96-5[稀硫酸溶液]"	"10034-96-5"	"硫酸锰(Ⅱ)，一水，稀硫酸溶液"
"501"	"表2"	"12207-63-5"	"12207-63-5"	"八氧三钒酸铵"
"502"	"表2"	"13477-10-6"	"13477-10-6"	"次氯酸钡"
"503"	"表3"	"7778-54-3[含有效氯＞39%]"	"7778-54-3"	"次氯酸钙"
"504"	"表3"	"7778-54-3[含有效氯10-39%]"	"7778-54-3"	"次氯酸钙"
"505"	"表3"	"7778-54-3[含有效氯5-10%]"	"7778-54-3"	"次氯酸钙"
"506"	"表2"	"7778-66-7"	"7778-66-7"	"次氯酸钾，水溶液"
"507"	"表2"	"13840-33-0"	"13840-33-0"	"次氯酸锂"
"508"	"表2"	"7681-52-9"	"7681-52-9"	"次氯酸钠，水溶液"
"509"	"表2"	"10022-70-5"	"10022-70-5"	"次氯酸钠，五水"
"510"	"表2"	"15512-36-4"	"15512-36-4"	"低亚硫酸钙"
"511"	"表2"	"14293-73-3"	"14293-73-3"	"低亚硫酸钾"
"512"	"表2"	"7775-14-6"	"7775-14-6"	"低亚硫酸钠"
"513"	"表2"	"7779-86-4"	"7779-86-4"	"低亚硫酸锌"
"514"	"表2"	"13446-09-8"	"13446-09-8"	"碘酸铵"
"515"	"表2"	"10567-69-8"	"10567-69-8"	"碘酸钡"
"516"	"表2"	"7787-34-0"	"7787-34-0"	"碘酸钡，一水"
"517"	"表2"	"7789-80-2"	"7789-80-2"	"碘酸钙"
"518"	"表2"	"7789-80-2[六水]"	"7789-80-2(无水)"	"碘酸钙，六水"
"519"	"表2"	"10031-32-0"	"10031-32-0"	"碘酸钙，一水"
"520"	"表2"	"7790-81-0"	"7790-81-0"	"碘酸镉"
"521"	"表4"	"7758-05-6"	"7758-05-6"	"碘酸钾"
"522"	"表4"	"7758-05-6[水溶液]"	"7758-05-6"	"碘酸钾，水溶液"
"523"	"表2"	"13765-03-2"	"13765-03-2"	"碘酸锂"
"524"	"表2"	"25659-29-4"	"25659-29-4"	"碘酸锰(Ⅱ)"
"525"	"表2"	"7681-55-2"	"7681-55-2"	"碘酸钠"
"526"	"表2"	"25659-31-8"	"25659-31-8"	"碘酸铅(Ⅱ)"
"527"	"表2"	"13455-24-8"	"13455-24-8"	"碘酸氢钾"
"528"	"表2"	"13470-01-4"	"13470-01-4"	"碘酸锶"
"529"	"表2"	"29515-61-5"	"29515-61-5"	"碘酸铁(Ⅲ)"
"530"	"表2"	"7790-37-6"	"7790-37-6"	"碘酸锌"
"531"	"表2"	"7783-97-3"	"7783-97-3"	"碘酸银(Ⅰ)"
"532"	"表2"	"12055-09-3"	"12055-09-3"	"钒酸铵钠"
"533"	"表2"	"14293-78-8"	"14293-78-8"	"钒酸钾"
"534"	"表2"	"13446-11-2"	"13446-11-2"	"高碘酸铵"
"535"	"表2"	"13718-58-6"	"13718-58-6"	"高碘酸钡"
"536"	"表4"	"7790-21-8[水溶液]"	"7790-21-8"	"高碘酸钾，水溶液"
"537"	"表4"	"7790-21-8"	"7790-21-8"	"高碘酸钾"
"538"	"表2"	"7790-28-5"	"7790-28-5"	"高碘酸钠"
"539"	"表2"	"7790-98-9"	"7790-98-9"	"高氯酸铵"
"540"	"表2"	"10294-39-0"	"10294-39-0"	"高氯酸钡，三水"
"541"	"表2"	"69102-74-5"	"69102-74-5"	"高氯酸钡，水合"
"542"	"表4"	"13465-95-7[水溶液]"	"13465-95-7"	"高氯酸钡，水溶液"
"543"	"表4"	"13465-95-7"	"13465-95-7"	"高氯酸钡"
"544"	"表2"	"15627-86-8"	"15627-86-8"	"高氯酸钙，四水"
"545"	"表2"	"13477-36-6"	"13477-36-6"	"高氯酸钙"
"546"	"表2"	"7778-74-7"	"7778-74-7"	"高氯酸钾"
"547"	"表2"	"13453-78-6"	"13453-78-6"	"高氯酸锂，三水"
"548"	"表2"	"7791-03-9"	"7791-03-9"	"高氯酸锂"
"549"	"表2"	"13446-19-0"	"13446-19-0"	"高氯酸镁，六水"
"550"	"表2"	"64010-42-0"	"64010-42-0"	"高氯酸镁，水合"
"551"	"表2"	"10034-81-8"	"10034-81-8"	"高氯酸镁"
"552"	"表2"	"207683-20-3"	"207683-20-3"	"高氯酸钠，水合"
"553"	"表4"	"7601-89-0[水溶液]"	"7601-89-0"	"高氯酸钠，水溶液"
"554"	"表2"	"7791-07-3"	"7791-07-3"	"高氯酸钠，一水"
"555"	"表4"	"7601-89-0"	"7601-89-0"	"高氯酸钠"
"556"	"表2"	"13453-62-8"	"13453-62-8"	"高氯酸铅(Ⅱ)，三水"
"557"	"表2"	"207500-00-3"	"207500-00-3"	"高氯酸铅(Ⅱ)，水合"
"558"	"表4"	"13637-76-8[水溶液]"	"13637-76-8"	"高氯酸铅(Ⅱ)，水溶液"
"559"	"表4"	"13637-76-8"	"13637-76-8"	"高氯酸铅(Ⅱ)"
"560"	"表2"	"15650-09-6"	"15650-09-6"	"高氯酸锶，三水"
"561"	"表2"	"13450-97-0"	"13450-97-0"	"高氯酸锶"
"562"	"表2"	"13520-69-9"	"13520-69-9"	"高氯酸铁(Ⅱ)，六水"
"563"	"表2"	"335159-18-7"	"335159-18-7"	"高氯酸铁(Ⅱ)，水合"
"564"	"表2"	"13933-23-8"	"13933-23-8"	"高氯酸铁(Ⅱ)"
"565"	"表2"	"331717-44-3"	"331717-44-3"	"高氯酸银(Ⅰ)，水合"
"566"	"表2"	"14242-05-8"	"14242-05-8"	"高氯酸银，一水"
"567"	"表2"	"7783-93-9"	"7783-93-9"	"高氯酸银(Ⅰ)"
"568"	"表2"	"7787-36-2"	"7787-36-2"	"高锰酸钡"
"569"	"表2"	"10118-76-0"	"10118-76-0"	"高锰酸钙"
"570"	"表4"	"7722-64-7[溶液]"	"7722-64-7"	"高锰酸钾，溶液"
"571"	"表4"	"7722-64-7[水溶液]"	"7722-64-7"	"高锰酸钾，水溶液"
"572"	"表4"	"7722-64-7"	"7722-64-7"	"高锰酸钾"
"573"	"表2"	"79048-36-5"	"79048-36-5"	"高锰酸钠，一水"
"574"	"表2"	"10101-50-5"	"10101-50-5"	"高锰酸钠"
"575"	"表2"	"23414-72-4"	"23414-72-4"	"高锰酸锌"
"576"	"表2"	"7783-98-4"	"7783-98-4"	"高锰酸银"
"577"	"表2"	"10486-00-7"	"10486-00-7"	"高硼酸钠，四水"
"578"	"表2"	"10332-33-9"	"10332-33-9"	"高硼酸钠，一水"
"579"	"表2"	"15120-21-5"	"15120-21-5"	"高硼酸钠"
"580"	"表2"	"7632-04-4"	"7632-04-4"	"高硼酸钠"
"581"	"表2"	"11138-47-9"	"11138-47-9"	"高硼酸钠盐"
"582"	"表4"	"7789-00-6"	"7789-00-6"	"铬酸钾"
"583"	"表4"	"7789-00-6[水溶液]"	"7789-00-6"	"铬酸钾，水溶液"
"584"	"表2"	"7775-11-3"	"7775-11-3"	"铬酸钠"
"585"	"表2"	"10034-82-9"	"10034-82-9"	"铬酸钠，四水"
"586"	"表2"	"14216-88-7"	"14216-88-7"	"铬酸铍"
"587"	"表2"	"7758-97-6"	"7758-97-6"	"铬酸铅(Ⅱ)"
"588"	"表2"	"11120-22-2"	"11120-22-2"	"硅酸铅盐"
"589"	"表4"	"7727-54-0[水溶液]"	"7727-54-0"	"过硫酸铵，水溶液"
"590"	"表4"	"7727-54-0"	"7727-54-0"	"过硫酸铵"
"591"	"表4"	"7727-21-1[水溶液]"	"7727-21-1"	"过硫酸钾，水溶液"
"592"	"表4"	"7727-21-1"	"7727-21-1"	"过硫酸钾"
"593"	"表4"	"7775-27-1[水溶液]"	"7775-27-1"	"过硫酸钠，水溶液"
"594"	"表4"	"7775-27-1"	"7775-27-1"	"过硫酸钠"
"595"	"表2"	"1537199-53-3"	"1537199-53-3"	"焦硫酸汞"
"596"	"表2"	"13453-41-3"	"13453-41-3"	"磷酸铊(Ⅰ)"
"597"	"表2"	"10124-36-4"	"10124-36-4"	"硫酸镉"
"598"	"表2"	"7783-36-0"	"7783-36-0"	"硫酸汞(Ⅰ)"
"599"	"表2"	"7783-35-9"	"7783-35-9"	"硫酸汞(Ⅱ)"
"600"	"表2"	"10026-24-1"	"10026-24-1"	"硫酸钴(Ⅱ)，七水"
"601"	"表2"	"60459-08-7"	"60459-08-7"	"硫酸钴(Ⅱ)，水合"
"602"	"表4"	"10124-43-3[水溶液]"	"10124-43-3"	"硫酸钴(Ⅱ)，水溶液"
"603"	"表4"	"10124-43-3"	"10124-43-3"	"硫酸钴(Ⅱ)"
"604"	"表4"	"10034-96-5"	"10034-96-5"	"硫酸锰(Ⅱ)，一水"
"605"	"表2"	"15244-37-8"	"15244-37-8"	"硫酸镍(Ⅱ)，六水/七水"
"606"	"表2"	"10101-97-0"	"10101-97-0"	"硫酸镍(Ⅱ)，六水"
"607"	"表2"	"10101-98-1"	"10101-98-1"	"硫酸镍(Ⅱ)，七水"
"608"	"表4"	"7786-81-4[水溶液]"	"7786-81-4"	"硫酸镍(Ⅱ)，水溶液"
"609"	"表4"	"7786-81-4"	"7786-81-4"	"硫酸镍(Ⅱ)"
"610"	"表4"	"13510-49-1"	"13510-49-1"	"硫酸铍"
"611"	"表4"	"13510-49-1[水溶液]"	"13510-49-1"	"硫酸铍，水溶液"
"612"	"表2"	"7787-56-6"	"7787-56-6"	"硫酸铍，四水"
"613"	"表2"	"53684-48-3"	"53684-48-3"	"硫酸铍钾"
"614"	"表2"	"7446-14-2"	"7446-14-2"	"硫酸铅(Ⅱ)"
"615"	"表4"	"7803-63-6[水溶液]"	"7803-63-6"	"硫酸氢铵，水溶液"
"616"	"表4"	"7803-63-6"	"7803-63-6"	"硫酸氢铵"
"617"	"表4"	"7646-93-7[水溶液]"	"7646-93-7"	"硫酸氢钾，水溶液"
"618"	"表4"	"7646-93-7"	"7646-93-7"	"硫酸氢钾"
"619"	"表4"	"7681-38-1[水溶液]"	"7681-38-1"	"硫酸氢钠，水溶液"
"620"	"表2"	"10034-88-5"	"10034-88-5"	"硫酸氢钠，一水"
"621"	"表4"	"7681-38-1"	"7681-38-1"	"硫酸氢钠"
"622"	"表4"	"13590-82-4"	"13590-82-4"	"硫酸铈(Ⅳ)"
"623"	"表4"	"13590-82-4[溶液]"	"13590-82-4"	"硫酸铈(Ⅳ)，溶液"
"624"	"表4"	"13590-82-4[稀硫酸溶液]"	"13590-82-4"	"硫酸铈(Ⅳ)，稀硫酸溶液"
"625"	"表2"	"7446-18-6"	"7446-18-6"	"硫酸铊(Ⅰ)"
"626"	"表2"	"19495-80-8"	"19495-80-8"	"硫酸钛(Ⅲ)，稀硫酸溶液"
"627"	"表4"	"10045-89-3[溶液]"	"10045-89-3"	"硫酸铁(Ⅱ)铵，溶液"
"628"	"表4"	"10045-89-3[稀硫酸溶液]"	"10045-89-3"	"硫酸铁(Ⅱ)铵，稀硫酸溶液"
"629"	"表4"	"10045-89-3"	"10045-89-3"	"硫酸铁(Ⅱ)铵"
"630"	"表4"	"10138-04-2[稀硫酸溶液]"	"10138-04-2"	"硫酸铁(Ⅲ)铵，稀硫酸溶液"
"631"	"表4"	"10138-04-2"	"10138-04-2"	"硫酸铁(Ⅲ)铵"
"632"	"表2"	"123334-20-3"	"123334-20-3"	"硫酸氧钒，水合"
"633"	"表2"	"12439-96-2"	"12439-96-2"	"硫酸氧钒，一水"
"634"	"表2"	"27774-13-6"	"27774-13-6"	"硫酸氧钒"
"635"	"表4"	"10294-26-5"	"10294-26-5"	"硫酸银"
"636"	"表4"	"10294-26-5[硫酸溶液]"	"10294-26-5"	"硫酸银，硫酸溶液"
"637"	"表4"	"12125-08-5[稀盐酸溶液]"	"12125-08-5"	"六氯锇(Ⅳ)酸铵，稀盐酸溶液"
"638"	"表4"	"12125-08-5"	"12125-08-5"	"六氯锇(Ⅳ)酸铵"
"639"	"表4"	"1302-42-7[水溶液]"	"1302-42-7"	"铝酸钠，水溶液"
"640"	"表4"	"1302-42-7"	"1302-42-7"	"铝酸钠"
"641"	"表2"	"10192-29-7"	"10192-29-7"	"氯酸铵"
"642"	"表4"	"13477-00-4"	"13477-00-4"	"氯酸钡"
"643"	"表4"	"13477-00-4[水溶液]"	"13477-00-4"	"氯酸钡，水溶液"
"644"	"表2"	"10294-38-9"	"10294-38-9"	"氯酸钡，一水"
"645"	"表4"	"10137-74-3"	"10137-74-3"	"氯酸钙"
"646"	"表4"	"10137-74-3[水溶液]"	"10137-74-3"	"氯酸钙，水溶液"
"647"	"表4"	"3811-04-9[水溶液]"	"3811-04-9"	"氯酸钾，水溶液"
"648"	"表4"	"3811-04-9"	"3811-04-9"	"氯酸钾"
"649"	"表2"	"10326-21-3"	"10326-21-3"	"氯酸镁"
"650"	"表4"	"7775-09-9[水溶液]"	"7775-09-9"	"氯酸钠，水溶液"
"651"	"表4"	"7775-09-9"	"7775-09-9"	"氯酸钠"
"652"	"表4"	"13763-67-2"	"13763-67-2"	"氯酸铯"
"653"	"表4"	"13763-67-2[溶液]"	"13763-67-2"	"氯酸铯，溶液"
"654"	"表2"	"7791-10-8"	"7791-10-8"	"氯酸锶"
"655"	"表2"	"13453-30-0"	"13453-30-0"	"氯酸铊(Ⅰ)"
"656"	"表2"	"26506-47-8"	"26506-47-8"	"氯酸铜(Ⅱ)"
"657"	"表2"	"10361-95-2"	"10361-95-2"	"氯酸锌"
